CustID,Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
e7ae9efcdad84087a99783841816d655,0,149,1,0,0.0,1,140.4,94,47.0,13.59,11.1
bc1e79d71e204b35b3dd2da4cc99f971,0,98,1,0,0.3,3,126.3,102,39.0,8.34,9.4
c00b0dfbd19f4345aa3caae7eae871a1,1,135,0,1,3.94,0,173.1,85,86.4,10.2,14.6
aad089d4712346568b2d874ce9f449fc,0,34,1,0,0.0,2,124.8,82,46.0,14.11,10.0
9de4c1567cd64b8db74619d3f0476875,0,160,1,0,0.38,3,85.8,77,32.8,8.27,9.2
5204fa1ee23b4302ad8536166361291e,0,64,1,0,0.24,1,154.0,67,48.4,11.29,3.5
ff2c6e978c85462ba83a681d78ee54d9,0,59,1,1,2.3,2,120.9,97,62.0,10.65,8.5
51a9cbdc3ea04758adf7280f706e28b3,0,65,1,0,0.0,3,211.3,120,50.0,8.13,13.2
800a6eb47ba744dcb7faad642fb85b38,0,142,1,0,0.35,2,187.0,133,47.5,6.73,7.4
47e4a0814fe446419f301387567b7304,1,119,1,0,0.0,5,159.1,114,47.0,11.57,8.8
22f4b16849f24a848fe3c03e2f748d6c,0,97,1,1,2.97,1,133.2,135,71.7,10.86,11.0
d3165fc6f95646c4a6de371f89498412,0,52,1,0,0.32,3,191.9,108,59.2,13.49,7.8
a606ae5bdf7b4bd2ba271005906d02a8,0,60,1,0,0.0,1,220.6,57,56.0,10.56,6.8
1761dd817e6f4a518c1d2f17c594ff50,0,10,1,0,0.0,2,186.1,112,48.0,9.51,11.4
c3f71fd1ee574869b0d16c50551291a5,0,96,1,0,0.21,2,160.2,117,52.1,13.38,9.3
2f2507ce51b34b52951d2c00f7239b87,1,87,1,0,0.0,5,151.0,83,45.0,10.99,9.7
aadc762e73e248cb862229bd80ae9d2d,0,81,1,0,0.11,1,175.5,67,53.1,12.47,10.2
6c6eacd749434995a2c4f531843070d9,0,141,1,0,0.0,1,126.9,98,37.0,9.0,8.0
a962e8f806cd4fd78145c9cb78865d86,1,121,1,1,1.57,3,198.4,129,56.7,3.77,5.8
418b28518b3b4f67a13ee2fcdd84157b,0,68,1,0,0.0,3,148.8,70,47.0,12.33,12.1
48ffd7f361c241aea906cc51e8ecf7ca,0,125,1,0,0.0,1,229.3,103,55.0,8.87,12.0
e932d9caced74137bb5da47cc796212b,0,174,1,0,0.0,1,192.1,97,48.0,8.5,11.4
5e6bd07196a341efa82a9e7846900689,0,116,1,1,3.13,2,268.6,83,92.3,8.91,11.6
6aeb40528be4475cb99d2826319fba47,0,74,1,1,3.94,2,193.7,91,93.4,12.31,14.6
487bd33c52fa4cc08d009c71103eeab9,0,149,1,1,3.4,3,180.7,92,81.0,9.39,12.6
a5535e7b08a34926b866885937342371,0,38,1,0,0.0,2,131.2,98,37.0,8.15,8.2
b505198000cd447787987c945f84b74c,0,40,1,1,1.67,2,148.1,74,56.7,8.48,6.2
32b07ab50b104bfb9daa6215aa0ff686,0,43,0,0,0.0,0,251.5,105,61.0,10.64,9.3
3f801fb014a043ceb09bf649cfa6a3c5,0,113,0,0,0.0,0,125.2,93,39.0,10.32,8.3
7d4aba4834b341c0ad74309737abc58a,0,126,1,0,0.0,1,211.6,70,55.0,10.85,7.8
aa50bd61e4914d53a0496f259859139e,1,150,1,0,0.0,4,178.9,101,45.0,8.46,13.8
b533a2515d9f41d8b99ce2ee6048e0a1,0,138,1,0,0.0,3,241.8,93,56.0,8.53,11.8
4fd033eb65c34d47a52abcc800b335b7,0,162,1,1,3.27,0,224.9,97,87.7,9.41,12.1
9e95a74f9d804d8885c50c385e379da0,0,147,1,0,0.0,3,248.6,83,55.0,7.45,8.0
63bce804c4704cdcb9a2440aedbbd5fd,0,90,1,0,0.0,1,203.4,146,54.0,11.34,7.3
142317446a4d4757a53c588512d2be25,0,85,1,0,0.0,0,235.8,109,54.0,7.86,12.0
139d15e0eac4418387f27f9d1f1ea248,0,50,1,0,0.0,1,157.1,90,46.0,11.17,6.1
20b7a3bd402540d19c5fcf1c045461b4,1,82,1,0,0.21,0,300.3,109,69.1,9.05,11.7
e33810c0a9524b17b57e589a25e2aff4,1,144,1,0,0.21,4,61.6,117,20.1,3.86,8.2
016a44531b5b4c7789f4d9d53c8e31ee,0,46,1,0,0.26,2,214.1,72,53.6,8.22,8.2
47789d354fb44715ada72f767249d877,0,70,1,0,0.3,1,170.2,98,46.0,7.76,15.0
eff2638d64814962ac48f1d4416cd444,0,144,1,0,0.0,1,201.1,99,60.0,15.18,13.2
d0529ab4996f42bca9f10f4d329e3e21,0,116,0,0,0.3,3,215.4,104,58.0,10.24,12.6
d55e556e9bb44812810d5ea39429b4c5,0,55,1,1,2.97,3,165.6,123,69.7,6.81,11.0
0b69ce4995d64aa8bfe8e2c63393b1f2,0,70,1,1,2.65,1,249.5,101,91.5,12.99,9.8
195f41515bea4472a5fb87414d418f57,1,106,1,0,0.0,2,210.6,96,57.0,12.46,12.4
9e23bcf12fa74af5a16d5ea3f40e1bf6,0,128,1,1,2.32,0,179.3,104,73.2,11.3,8.6
a399ffbe861c4b8b8f7cfdd8e110d7bc,1,94,1,0,0.0,4,157.9,105,41.0,7.75,8.0
782e407395874e889febc2a4668aa17d,0,111,1,0,0.0,1,214.3,118,55.0,10.43,12.0
f4f095551abf45358ad6eff2a357db34,0,74,1,1,2.94,2,154.1,104,66.4,6.17,10.9
b37c683d0cb2497597e63f7950de18df,1,128,1,0,0.0,1,237.9,125,62.0,12.38,13.9
49ce7a8fbf5947c685aeb464f1d75c24,0,82,1,0,0.17,1,143.9,61,43.7,9.75,11.1
4ccd003131484207a389d433fcc6ab35,1,155,1,0,0.0,0,203.4,100,51.0,9.55,8.9
35428d7875be4fd78c8096426cf14185,0,80,1,0,0.0,1,124.3,100,36.0,8.65,7.9
58ab8638784646dc8aff1b13a0679c19,0,78,1,0,0.0,3,252.9,93,59.0,8.92,9.5
a7378a3103f84535b33896889f80a47c,0,90,1,0,0.0,3,179.1,71,47.0,9.53,10.6
8a08d8cc1e0d4d268c239425f6795a18,0,104,1,0,0.3,1,278.4,106,58.0,4.05,9.8
f12ce1a0045f4e81b776a1f1043d019d,0,73,1,0,0.0,0,160.1,110,46.0,10.67,13.0
dc2f3a9f627c4039be2fc9b0635fcabc,0,99,1,0,0.0,4,198.2,87,52.0,10.37,8.7
748c35366cc14a8ea91fd79756fc49a4,1,120,1,0,0.0,1,212.1,131,54.0,10.47,5.3
bce2d47233454726ae51d0c8206a237b,1,77,1,0,0.0,2,251.8,72,61.0,10.29,9.8
a32ca226352449708d337002f9af1239,0,98,1,1,1.19,4,161.2,114,60.9,12.61,4.4
ab1a4a14210c47c1adeaaf6893e72f30,0,108,1,0,0.34,0,178.3,137,50.4,9.45,14.6
cd6efb6803ec4756b8b524ec01f8913d,0,135,1,0,0.0,0,151.7,82,36.0,5.95,10.5
690b7c4d3b8f4263a5ea6686ce5a09e5,0,95,1,0,0.0,1,135.0,99,39.0,9.18,12.5
347f59f33e4b489d802643c95e8da780,0,122,1,0,0.39,1,170.5,94,47.9,8.69,11.3
6089d3625da04c7fb83f181a4a0ea83f,0,95,1,0,0.0,4,238.1,65,57.0,9.36,11.8
24e6b36eda1b465f905961f6e044d3e3,0,36,1,1,2.43,2,281.4,102,90.3,10.11,9.0
0d507846f07c4050aec068d490d9ccb6,0,93,1,1,2.65,1,117.9,131,61.5,8.23,9.8
7d49aa6ca0b44de1b41929e622665ccb,0,141,1,1,2.73,1,148.6,91,64.3,6.56,10.1
aa3b30be069244af8e4fea68dcb2d186,0,157,1,0,0.0,3,229.8,90,52.0,7.4,9.6
aed0eb1665384b0c8b1043fb5f3cabb3,0,120,1,0,0.0,1,165.0,100,56.0,15.86,8.3
df6e97fc15c64d05b866539603b2e4f2,0,103,1,0,0.0,2,185.0,117,51.0,11.17,12.6
7f45e912ed0341f1b2e12c86603e875b,0,98,1,0,0.0,4,161.0,117,44.0,9.55,12.1
4733f8adcc1944bca96f5153f77503d3,0,125,1,0,0.0,1,126.7,108,40.0,10.3,13.3
a86789077fc442c79ec610152bb9e7e7,0,63,1,0,0.0,1,58.9,125,25.0,8.48,9.4
1657eafce4294565940929a73bdb154a,1,36,0,1,5.4,0,196.8,89,110.0,12.75,20.0
0858665d68c64700a26ebdf8f76d4336,0,64,1,0,0.29,1,162.6,83,43.9,7.62,14.2
996d6a4d42a94b7fb6db064f247a668b,1,74,1,0,0.21,1,282.5,114,69.1,11.0,9.4
ae53018ab6354ca38c0370127524fae5,0,112,1,1,2.7,2,113.7,117,60.0,7.88,10.0
349a40063d3746a59f2cd4839b88d073,0,97,1,0,0.0,2,239.8,125,60.0,10.74,8.7
ce121e2f0372454490e8b0a6fd6e173c,0,46,1,0,0.21,1,210.2,92,58.1,11.37,13.1
68fa380474fa4a0e9980d03ae279856d,0,41,1,1,1.94,0,213.8,102,68.4,7.09,7.2
ac4260a2240a4a4097028f3be43d3e45,0,121,1,0,0.0,3,190.7,103,49.0,9.18,9.8
c0495e472c28481cab50c8b0932f8980,0,193,1,0,0.0,1,170.9,124,41.0,6.62,11.6
235e32114f564618b0dd98f80293dfad,0,130,1,0,0.0,2,154.2,119,36.0,5.51,9.2
d5f992fc92044944ba0d138419117f58,0,85,1,0,0.4,1,201.4,52,58.0,11.47,12.0
56825007abd94efbb9778dadf6ff2ec9,1,162,1,0,0.0,4,70.7,108,26.0,7.88,9.1
bde2f22482d047bebabdcdb40419571b,1,61,1,1,1.73,4,187.5,124,62.3,7.33,6.4
61825512de1746a28c7afd8ceda8c662,0,92,1,0,0.0,2,91.7,90,33.0,9.69,9.2
560d723ce5b140f59a73c0438ec70869,0,131,1,1,2.57,3,214.2,115,76.7,8.09,9.5
dea13526f0ad4f2990e413430ac6bca4,0,90,1,0,0.0,3,145.5,92,44.0,10.89,10.9
468a412916ec4ea8a22e51d27009df9c,0,75,1,0,0.0,1,166.3,125,42.0,7.91,6.1
b6af2ccddf724723ae8ec1a2570bb351,0,78,1,0,0.0,1,231.0,115,59.0,11.52,9.5
2201971df59f402589f4eb103b700635,0,82,1,0,0.0,4,200.3,96,52.0,10.06,7.1
85e527bf23f24a91998659f83b4684cb,0,163,1,0,0.0,1,197.0,109,51.0,10.13,9.1
b967c30b2bc1411d8ff5d11131b94cad,0,91,0,0,0.31,3,129.9,112,40.1,8.67,11.2
93f9db8ade1640289f07f82a354d1677,0,75,1,1,1.43,5,175.8,97,63.3,10.88,5.3
e50ec33de668498cb396e0ac048a4b81,0,91,1,0,0.0,3,203.1,106,53.0,10.51,12.0
d34da265df4a4fc4accbb283241df2c5,0,127,1,1,3.02,1,183.2,117,72.2,6.34,11.2
45443591ca2141adbcfe89c1435ea715,0,113,1,1,2.75,2,205.0,101,75.5,7.6,10.2
5dfccf9b977c4772ad0eca03dce9625a,0,110,1,0,0.0,1,148.5,115,49.0,13.82,12.4
dd43011306c34021bbeff49a0801d483,0,120,1,1,2.84,0,200.3,68,81.4,11.02,10.5
1d87effa5725456db784ee8b82582397,0,157,1,1,1.84,3,192.6,107,68.4,9.78,6.8
e2a283189e7941189055f8eb5566adf7,0,103,1,0,0.0,1,246.5,47,59.0,9.78,11.7
90b3b9dfda5c4e66a2f4ec59baf8c731,1,117,0,0,0.0,2,167.1,86,44.0,8.88,14.1
83ff2aeaaf5640cbaa8693ce1afd5770,0,140,1,0,0.0,3,231.9,101,54.0,8.01,14.3
6b0d435498574f41840c89af46d5cc9b,0,127,1,0,0.0,1,146.7,91,43.0,10.18,13.7
277e2c2422c64275ae611180a95035cf,0,83,0,0,0.26,1,271.5,87,67.6,10.82,11.7
0cc39ae946bc46a890456e07162982f1,0,121,1,0,0.0,1,181.5,121,50.0,10.92,8.5
6ec7095ba9e1416f965183e2ace407fc,0,145,1,1,3.0,2,257.7,97,88.0,8.11,11.1
37f028da8d804243b98c7e472855bb84,0,113,1,0,0.0,1,193.8,99,52.0,11.07,10.6
b733d546cfe04135b23fabcd0d9bca95,0,117,1,0,0.0,1,102.8,119,36.0,10.34,10.1
c342af9d9d264edd9870943ed5b66274,0,65,1,0,0.0,1,187.9,116,46.0,7.88,7.5
be962cfdf43545188b9398df67030018,0,56,1,0,0.0,1,226.0,112,60.0,12.43,6.9
603805f6472645cab150d014ab5c1ede,0,96,1,0,0.0,5,260.4,115,57.0,7.3,11.5
47e6062532ec40bcab507300308a2f62,0,151,1,0,0.0,0,178.7,116,56.0,14.61,9.8
761c2cce927240c0a3068780106c0135,1,83,1,0,0.0,0,337.4,120,77.0,11.37,15.8
b9c4efc699f2402bba9737377129eafb,0,139,1,1,3.7,0,157.6,129,85.0,12.35,13.7
6f33430cd44244b1a169d623bd0aa019,0,6,1,0,0.0,1,183.6,117,54.0,12.84,10.2
c1d9ac9d003248688af49fe2c9c17251,0,115,1,1,2.59,1,142.1,124,65.9,9.17,9.6
adb2374340184bdcb9ab351aaf66b559,0,87,1,0,0.31,0,136.3,97,41.1,8.61,7.1
0e3dda37489a4cb2a4bf396ff8d92750,0,141,1,0,0.0,0,217.1,110,58.0,12.08,12.0
f951decd7db346f6bb6e835058f9ab98,0,141,1,1,2.84,3,187.5,99,81.4,12.07,10.5
958bc1af47ab4308ae8d385c39f32ab1,0,62,1,0,0.0,1,98.9,103,29.0,6.77,12.2
2375cfc888b1416286ebef11ba657dfe,0,146,1,0,0.0,1,206.3,151,48.0,7.43,6.1
d71c6dae67fc4cf7ae8b6a000b1e83a3,0,92,1,1,3.27,2,243.1,92,92.7,10.69,12.1
9efc4e9a1e234ecaab7c686d4bce59b6,0,185,1,1,2.03,1,189.8,126,67.3,8.17,7.5
8f3f0d9728ac4cf0ad0f146209a686f9,0,148,1,0,0.39,1,202.0,102,59.9,12.16,10.9
b25ca792a08d483e9fbd97f8f8120201,0,94,1,1,3.46,1,170.1,124,80.6,9.67,12.8
59a31e046bf74adca9c9ef4368570066,0,32,1,0,0.0,0,230.9,87,56.0,9.37,6.3
f67b39f804f84944a5a879705e644430,0,68,1,0,0.0,1,237.1,105,60.0,11.18,13.2
106054b58c5e475b91bf032c9e5571aa,0,64,1,1,2.86,2,182.1,91,74.6,8.49,10.6
5de781b9b7d147eba34928c7f8d8f84c,0,25,1,0,0.14,3,119.3,87,40.4,10.58,10.5
70899c46aab145a19f785cd3f465b59f,0,65,1,0,0.0,1,116.8,87,36.0,8.95,14.1
4d37bdee83414e2a910ccabfa562f89a,0,179,1,0,0.0,0,219.2,92,50.0,7.47,6.1
fe1023fb7a9a4168b6f4b7ddca16c144,0,94,1,0,0.0,2,252.6,104,58.0,8.45,11.1
8483547f86ba4dfda4bce43379bb7894,0,62,1,0,0.0,0,147.1,91,42.0,9.52,12.2
03044aaf274a4123906a1b5a59b48403,0,127,1,0,0.0,2,202.1,103,54.0,11.47,11.5
d9b6b7598e664066abf8dd92ef68076b,0,116,1,0,0.23,3,173.5,93,48.3,9.71,16.2
9ac36e67eef54f8eb59dc42cfe1f497a,0,70,1,0,0.0,3,232.1,122,65.0,14.62,0.0
88535b216b0a4c8fb73fbefbc1a13452,0,94,0,1,2.57,4,197.1,125,77.7,10.73,9.5
f9ab3b01d5984d80bb2796d50944549c,1,126,1,0,0.0,5,58.2,94,22.0,6.94,11.9
12755986692a4f6b823cb0955e5114f5,0,67,1,1,2.67,2,115.6,111,66.7,11.89,9.9
14b302c39def4a4d9c3ba5e47e96b0d1,0,19,1,0,0.14,2,186.1,98,55.4,12.72,14.6
daeb735bb2e64371b1bce2d462d106c2,0,170,0,0,0.0,3,259.9,68,66.0,12.25,8.4
25064f19ed204b65a06efc0ef711f916,0,73,1,0,0.0,1,214.3,145,60.0,13.43,10.8
1af9806c6afa4958a2790cc0ecfb0856,0,106,1,0,0.0,1,158.7,74,33.0,3.22,10.2
afb61d835fbc4da8a48703da0a19f1dd,0,93,1,0,0.19,2,271.6,71,67.9,11.47,10.9
00d8dadf0ede4d58b7d57ade9e2cbc4e,0,164,1,0,0.27,1,160.6,111,44.7,8.16,9.0
6422454c52c04fb1aada3b3c06bfba28,0,51,1,0,0.0,1,232.4,109,56.0,9.37,9.1
3965c11c04c04eb4b222350de59c5bcf,0,107,1,0,0.0,0,133.8,85,39.0,9.03,8.9
8abf8fd5c11742fca96c27ced5a7dfb0,0,130,1,0,0.35,1,176.9,109,41.5,4.54,9.5
06128c0a8e884df7957458cf49b6e662,0,80,1,0,0.0,2,209.9,74,53.0,9.76,8.8
3ee3b4aa9ea54c49bdc9d2dd07e67f7f,0,94,1,0,0.22,0,137.5,118,43.2,10.16,13.4
63a5eb2536a44a17b4e573d4d3b606a8,0,118,1,1,2.57,1,289.5,52,89.7,8.33,9.5
17f78629c9db4d71afc25e82b82796cb,0,117,1,1,1.84,1,198.1,86,67.4,8.85,6.8
77585e640b954e7a87f6ebf4804777b9,0,78,1,0,0.0,0,149.7,119,41.0,9.11,9.7
36eb64d6a55b426eb505bc6c154f46b5,1,208,1,0,0.33,2,326.5,67,74.3,8.82,10.7
bd7f0aa9c5804628aab33d7395a1fa2d,1,131,0,1,3.73,4,292.9,101,104.3,9.99,13.8
edc6b5a8e2b340aa8e37a759b9ea5176,0,63,1,0,0.0,0,83.0,64,30.0,8.85,13.0
10caca9f6f7d4196ad94913716abcd2a,0,53,1,1,3.54,3,145.7,146,79.4,11.03,13.1
e8e03e5ee7fa4428bb912abdb4418676,0,62,1,0,0.0,2,182.3,101,59.0,16.41,11.2
235d9f0aad264ac0a9e69e33e70baf39,0,97,1,0,0.0,3,218.0,86,53.0,9.2,6.4
5f308c95131945899eaf039e52529164,0,105,1,0,0.0,2,140.6,109,40.0,8.93,6.8
9035237be01545fb9044736c8c291375,0,157,1,0,0.0,1,152.7,105,48.0,12.88,9.4
da2a45c8f6a14b9e8bbe5785e63e9470,0,66,1,1,3.27,1,106.7,76,68.7,10.49,12.1
04f765210ac742018d99a28282cf944c,0,122,1,0,0.0,2,243.8,98,49.0,4.2,13.7
6c5a0a2fd6324b6da6880f6f1de4f897,0,38,1,0,0.0,3,194.4,94,49.0,9.34,10.8
8086368cce284b13a19e95841f22531b,0,106,1,0,0.0,3,213.9,95,50.0,7.6,12.2
15274939e32c484abaab650eb73a4dee,0,99,1,0,0.0,3,217.2,112,58.0,12.34,15.8
374ee2081b1045f8818477a24a3d5ee1,0,99,1,0,0.0,1,241.1,72,55.0,7.78,11.6
5166e118f68c49f99cc722909d223598,0,144,0,0,0.0,0,203.5,100,56.0,12.38,11.9
152d778ef5f1493f9e0e0c4214b2100e,0,82,1,1,2.89,1,155.2,131,76.9,12.23,10.7
e26ae3c5faff455d8205b9ef8014dc38,0,86,1,1,3.29,1,167.6,139,71.9,5.65,12.2
43c86c1388a44d34a7ea44f48ddf023e,1,70,0,0,0.0,2,226.7,98,58.0,11.41,17.6
ed4676fe0fb94909a4ef6d62a1c93bf3,0,93,1,0,0.0,3,179.3,93,46.0,8.93,11.5
ddc775bee937476abf236b230fab9be5,0,93,1,0,0.31,0,151.4,89,45.1,9.32,10.9
457d55a4190945e3a346589531440d70,0,120,1,0,0.0,3,180.0,80,50.0,11.21,4.7
857f1f2dd26348ef9516c9937dbe95cb,1,136,1,0,0.0,1,250.2,121,66.0,13.36,13.0
cac7bdb70da341d7b3ee2f169612e9f4,0,106,1,0,0.4,0,223.0,121,52.0,5.51,7.1
4b5c952b13b2410da5011d3f0cccb69e,0,81,1,0,0.0,3,183.6,116,45.0,7.63,12.2
8c27d277086243b2896c9fa71d074b8d,0,127,1,1,2.75,1,166.0,114,71.5,8.73,10.2
05d36ab7288d4915acc8bd0eb3988548,0,65,1,0,0.0,1,136.1,112,47.0,13.65,4.4
aa4d7f77315e423190d8e0bbd2ea0b56,0,35,1,0,0.32,2,149.3,113,49.2,12.11,8.9
65f25dd480244cd6a6fb1f350bbaed75,0,88,1,0,0.0,2,65.4,97,26.0,8.41,13.8
e070b97f95e5453984b7da9e11c1fb4b,0,65,1,0,0.0,1,213.4,111,57.0,11.73,2.7
9ecd5dc62763412798a5a48788c9f9d6,0,123,1,0,0.0,3,206.9,85,56.0,12.24,7.7
b026e7fa317e40ad886bc349929fa234,0,126,1,1,2.59,2,186.2,78,73.9,9.48,9.6
886e1330f2734922bf2b2bf08ece1b00,0,104,1,1,3.59,4,280.2,136,102.9,11.03,13.3
ed15acf1f6284b6fb7b3992e2b168b39,0,45,1,1,3.21,0,196.6,84,93.1,15.66,11.9
684f1efa09d646a890c2f85891ad19df,1,93,0,0,0.0,0,312.0,109,65.0,6.47,10.5
c047aa5e5fa0415f8f8e9c8620aefeb3,0,63,0,1,2.97,1,199.0,110,88.7,14.57,11.0
051e85a1e7204d02994f33429fed0510,0,100,1,0,0.25,3,203.1,96,55.5,10.85,13.5
757bc73bd58f4f54ba8fbc23bd4eb600,0,53,1,0,0.0,0,168.8,97,48.0,11.02,10.9
cc203c795ca748f9b25d0dcfa4ec8dfc,0,92,0,0,0.0,1,173.1,140,50.0,12.02,9.0
becb6aadd363404a9b0301dc335f8f21,1,139,1,0,0.0,5,134.4,106,41.0,10.57,10.2
b4b43d16fa224f8faf41e88b25f87546,0,110,1,1,2.43,2,202.6,103,69.3,5.94,9.0
4a940bed92004691b5be605d09f512b7,0,110,1,0,0.31,3,74.5,117,33.1,10.04,9.8
9839531782e1430d93829a816a041ba8,0,215,1,0,0.31,0,83.6,148,28.1,6.05,10.7
9a27a4eba5054cd782f987aab9101f03,0,73,1,0,0.0,1,192.2,86,47.0,8.43,9.4
5a9d0933ad354eb4b92bf84b65d6db12,0,138,1,0,0.0,0,220.2,89,45.0,4.42,12.9
95135ebf122941e0ab76366a74575c52,1,137,0,0,0.0,2,135.1,95,35.0,6.71,12.3
03ad8ea9db16443aaaca60cd15435904,0,36,1,0,0.25,1,253.4,77,61.5,9.12,8.4
5433e82807504e38a025cb642b8acfb1,0,85,1,0,0.0,3,225.0,81,54.0,8.85,7.1
e7803714c9e04f07ba4427e7eb6f9dd6,1,108,1,0,0.0,0,198.5,99,57.0,13.39,9.4
c4832b45c90647e193489a6edb9f872b,0,22,1,0,0.0,0,110.3,107,33.0,8.33,9.5
68038e22c48a4a419c7c1529a8e5308f,0,107,1,1,3.0,0,60.0,102,49.0,5.11,11.1
1e53bd5f6e644703b7871d7671c3b170,0,51,1,0,0.0,0,214.8,94,50.0,7.49,10.2
9f32cfd9f320459691a994a3bf43dc15,0,94,1,0,0.0,4,181.8,85,49.0,10.12,9.2
f4ce542345c742da8c49a1f486ee5080,0,119,1,1,3.19,2,154.0,114,81.9,13.9,11.8
8d098041f5f34895b2a55c454e3d47ec,1,33,1,1,3.75,4,157.4,99,74.5,5.9,13.9
40f772ce6826482ba4a103ce2d7b64a7,0,106,1,0,0.0,4,207.9,91,50.0,8.6,14.4
22a0f49852d440108f1d303b4186a7cf,0,82,1,0,0.0,3,207.0,90,55.0,11.65,9.1
b959fd987f04499d92414e3c2b0b227e,0,86,1,1,2.57,0,119.0,101,65.7,11.5,9.5
283f4932e34b4f3997a7d1a58954ea7c,0,97,0,0,0.28,0,143.7,117,50.8,13.65,10.9
ea490835696c46c08c33357d6236ecf4,0,106,1,1,3.81,4,165.9,126,85.1,10.83,14.1
bb4fd4feb86145b1808d2647b91af0a0,0,108,1,0,0.0,1,138.6,122,39.0,8.62,9.8
8176902ce92343b893e87d13a6e4f805,0,114,1,0,0.29,1,84.7,118,38.9,12.5,14.5
